,report_date,report_content,day_of_week,post_date,post_id,post_title,wetsuit_adviezen_str,wetsuit_adviezen,post_url
0,2021-08-09 00:00:00.000000,"Zondag 9 augustus
De swell is afkomstig van een lange fetch over de noordzee die niet hard of krachtig is, maar met 4-5bft toch over een voldoende lang stuk de hele nacht over het zeeoppervlak heeft gestreken. Op Schiermonnikoog werd ik deze ochtend uit mijn tent geblazen door een onverwachte (vrij krachtige) noordoosten wind. Dat deed meteen al de wenkbrauwen fronsen. Wat was hier aan de hand? Een krachtig hogedrukgebied boven de Noordzee geeft wind rechtsom de kern terwijl de wind boven de lagedrukkern nabij Parijs de wind linksom doet bewegen. Kennelijk waren de luchtdrukverschillen toch iets groter dan de modellen berekende gisteren en was de wind wat meer dan verwacht. Voor mij helaas alleen ook die vervelende wind die op de wadden uit een noordoostelijke hoek gewoon onshore is. En dat de meeste golven meer richting de westkant van de Noordzee worden geduwd. Dat geeft voor Belgie en Zeeland dan weer volop kansen, maar wel pas met hoogwater tegen de avond. Hopelijk lopen dan de parkeerplaatsen ook weer leeg, want eerder op de middag zal de kust alleen met de fiets bereikbaar zijn. Gisteren werden bijvoorbeeld de toegangswegen naar de Maasvlakte al afgesloten door een te grote drukte op de stranden en parkeerplaatsen. Hoewel daar eigenlijk altijd wel te parkeren valt aan de kant van de weg. De havenmeester van Rotterdam heeft andere, onbekende argumenten. Vele malen drukker is het op de stranden van Hoek van Holland, Scheveningen en Noordwijk terwijl daar alles nog open bleef. Het lijkt wel of we in een tweede golf zijn belandt met dezelfde problemen om aan de kust te geraken (met afgesloten parkings etc).
Gelukkig keert de rust op maandag weer terug als iedereen aan het werk zit op zijn of haar thuiswerkadres. ",zondag,2020-08-09,post-32724,"Surfweer Zondag 9 Augustus 2020

","Wetsuit advies, water is 20 gr C.
Zondag: Shorty of short-arm
Maandag: 3/2mm oordbescherming altijd raadzaam
Dinsdag: 3/2mm ocht en smeerzonnecrème! ",Shorty of short-arm,http://surfweer.nl/surf/surfweer-zondag-9-augustus-2020/
1,2021-08-10 00:00:00.000000,"Maandag 10 augustus
Uiteraard is het weer afwachten wat de wind in de nacht van zondag op maandag gaat doen alvorens we opnieuw een inschatting kunnen doen van de hoogte. Maar in principe is er genoeg swell over afkomstig uit het stuk zee tussen Noorwegen en Denemarken. Deze swell heeft er 14-20 uur voor nodig om bij ons te arriveren, dus komt exact op tijd binnen voor het hoogwater van de ochtend. Een korte blik op de metingen van de boeien in dat stuk zee is dus genoeg om 1 dag van te voren de call te maken. De wind is nu een stuk rustiger dan zondag en dus nergens het probleem van choppy condities. De wind blijft rustig de gehele dag en dat maakt het mogelijk met laagwater nog steeds de moeite op de stranden van Z-H en N-H (en de wadden). Het wordt wel steeds kleiner, dus de fish kan dit keer thuis blijven. Helaas is de wind op de wadden nog altijd noordoost met wel choppy condities. Muv van Texel, daar is de wind side-off en is het tot halverwege de middag wel clean en de moeite om te gaan. ",maandag,2020-08-09,post-32724,"Surfweer Zondag 9 Augustus 2020

","Wetsuit advies, water is 20 gr C.
Zondag: Shorty of short-arm
Maandag: 3/2mm oordbescherming altijd raadzaam
Dinsdag: 3/2mm ocht en smeerzonnecrème! ",3/2mm oordbescherming altijd raadzaam,http://surfweer.nl/surf/surfweer-zondag-9-augustus-2020/
2,2021-08-11 00:00:00.000000,"Dinsdag 11 augustus
De laatste restjes komen in de ochtend nog toe, maar dan ebt het snel weg en wordt het voorlopig weer flat. Profiteer dus van deze twee dagen om je wetsuit gehydrateerd en soepel te houden. Ik hoop vanavond of morgen in deze alinea een update te doen over het aanstaande weekend. Tot nu toe ziet het er weinig belovend uit, maar wie weet kan dat nog ten gunste veranderen. De Noordzee blijft verassend en verfrissend!",dinsdag,2020-08-09,post-32724,"Surfweer Zondag 9 Augustus 2020

","Wetsuit advies, water is 20 gr C.
Zondag: Shorty of short-arm
Maandag: 3/2mm oordbescherming altijd raadzaam
Dinsdag: 3/2mm ocht en smeerzonnecrème! ",3/2mm ocht en smeerzonnecrème! ,http://surfweer.nl/surf/surfweer-zondag-9-augustus-2020/
0,2021-07-08 00:00:00.000000,"Woensdag 8 juli
De boeien laten nog een golfsoort zien met een bovengemiddelde periode (130-140mhz) wat duidt op zo’n 7-8 seconden per golf. De hoogte zelf ligt daarbij gemiddeld op 80-100cm verder op zee. Zie bv A12 meting voor de periode/energie en op de spectra de hoogte-meting. Er zit ook weer een lichte stijging in, dus dat de golven blijven komen is zo goed als zeker. Verwacht daarbij geen overhead barrels, zeker niet in het zuiden. Daar is het met laagwater ook gewoon flat en lijkt er ook iets van wind te kunnen opkomen uit west. Met een beetje protectie komt er nog wel iets cleans binnen om te longboarden. Ook in Zeeland en rond de spots van Ouddorp komt er nog iets kleins aan rond hoogwater. Verder noordelijk wordt het hoger en kan er ook voor de fish shortboarders nog wat inzitten. De wind is iig helemaal zoek en komt uit oost vanaf de grote rivieren tot aan de wadden. Epic condities dus voor de glassy riders onder ons. Bijvoorbeeld suppen, longboarden, foilen en de dikkere fishes. Hoewel de swell i/h noorden nog gewoon op shortboard hoogte lijkt te zijn (zolang het hoogwater blijft). En het wordt ook daar nog een keer hoogwater, in de avond! In Zuid-Holland gaat het hoge water er in de avond alweer wat uit, dus daar wel een beetje op tijd er in. En vaak lopen de buitenste bankjes ook prima met laagwater, zeker voor de beginnende surfer en ook heel mooi om te longboarden. Het enige minpuntje is vandaag het weer dat niet om naar over huis te schrijven is. Maar ja, we worden toch wel een nat. In de middag wel iets minder regen, maar de zon komt er niet meer bij. Dus een 4/3m is dan toch wel weer aangenaam als je meerdere uren achter elkaar wil dobberen. De watertemperatuur is ook maar iets van 17gr, terwijl je normaal 20gr zou verwachten medio juli. ",woensdag,2020-07-08,post-32644,"Surfweer Woensdag 8 juli 2020

","Wetsuit advies deze dagen met 17 gr C.
Donderdag: 4/3mm id ocht, middag 3/2mm
Vrijdag: 3/2mm oordbescherming ivm de wind
Weekend: 3/2mm & denk aan zonnecrème! ",woensdag,http://surfweer.nl/surf/surfweer-woensdag-8-juli-2020/
1,2021-07-09 00:00:00.000000,"Donderdag 9 juli
De meetboei die in de Noordzee nog eens 300 km boven de A12 boei ligt, draagt de naam Haewene Brim en dat doet bijna Polynesisch klinken. De metingen zeggen iets over de swell die hier 24 uur later gaat arriveren. De waardes die je daar leest kloppen qua golfhoogte, maar de richting is altijd 90 graden gespiegeld van wat het zou moeten zijn. Dit heeft te maken met de ligging van het felgroene schip, want de Haewene Brim is een zogenaamde Floating Production Storage. Oftewel, als de swellrichting uit het oosten wijst, dan komen de golven gewoon uit het noorden. Deze bug zit er al een jaar of 1,5 in en laat zich makkelijk uitlezen. Bij andere richtingen is het overigens weer 90 of 180 gespiegeld of helemaal correct. Maar dan ook minder bruikbaar, want wij zijn natuurlijk alleen geïnteresseerd in de noordelijke swell die daar vandaan komt. ",donderdag,2020-07-08,post-32644,"Surfweer Woensdag 8 juli 2020

","Wetsuit advies deze dagen met 17 gr C.
Donderdag: 4/3mm id ocht, middag 3/2mm
Vrijdag: 3/2mm oordbescherming ivm de wind
Weekend: 3/2mm & denk aan zonnecrème! ","4/3mm id ocht, middag 3/2mm",http://surfweer.nl/surf/surfweer-woensdag-8-juli-2020/
2,2021-07-10 00:00:00.000000,"Vrijdag 10 juli
Boven de wadden draait de wind van oost naar noordoost en later noord. Er is niet veel hoogte en daarom zijn deze onshore golven niet rommeliger te krijgen. In de avond neemt de wind af van 5 naar 3bft en kan er nog wel wat van gemaakt worden. Heel slap en kort. Misschien is nog wel het best om in de vroege ochtend te proberen, met dan nog een lichte offshore wind uit noordoost. De avond er voor even de spectra checken of er nog een minuscuul noord-swelletje staat. Zal hier in de surf-reports even een post over doen tegen die tijd.",vrijdag,2020-07-08,post-32644,"Surfweer Woensdag 8 juli 2020

","Wetsuit advies deze dagen met 17 gr C.
Donderdag: 4/3mm id ocht, middag 3/2mm
Vrijdag: 3/2mm oordbescherming ivm de wind
Weekend: 3/2mm & denk aan zonnecrème! ",3/2mm oordbescherming ivm de wind,http://surfweer.nl/surf/surfweer-woensdag-8-juli-2020/
3,2021-07-11 00:00:00.000000,"Zaterdag 11 juli
Zaterdag ziet er dan wel weer heel aardig uit met nieuwe swell die opgebouwd is uit een kleine NW swell van ver en eentje van dichterbij. Op de wadden kan het nog vrij hoog worden, 1,5m maar zit de onshore er meer in. Op Texel neemt de wind wel af later op de dag, alleen blijf het daar dan wel bij 1m max golfhoogte. In N-H is dat mogelijk, verder naar het zuiden iets onder 1m hoogte maar wel minder wind. In Zeeland en vooral Belgie, dreigt het flat te worden. Er zit net iets te veel west in de twee noordwestelijke swellrichtingen. ",zaterdag,2020-07-08,post-32644,"Surfweer Woensdag 8 juli 2020

","Wetsuit advies deze dagen met 17 gr C.
Donderdag: 4/3mm id ocht, middag 3/2mm
Vrijdag: 3/2mm oordbescherming ivm de wind
Weekend: 3/2mm & denk aan zonnecrème! ",zaterdag,http://surfweer.nl/surf/surfweer-woensdag-8-juli-2020/
4,2021-07-12 00:00:00.000000,"Zondag 12 juli
Zondag is het op de wadden de bom met 1m swell 7 seconde en geen wind. Vooral op Ameland en Terschelling zijn dit de condities die je zoekt, alleen de reis er naar toe duurt lang. Texel is dan een stuk dichterbij, maar komt minder hoog binnen. Wel leuk voor een roadtrip met de familie en iets toegankelijker qua bootovertocht, waarbij nog steeds een hoop Covid-19 regels in acht moeten worden genomen. Overigens is dat ook in het water nog steeds het geval. Het lijkt zo lang geleden, het surfweerbericht van 24 Maart met daarin alle surf-adviezen. Overigens is het tweede deel van het bericht nog super actueel, want daarin staan alle internationaal geldende surf-regels uitgelegd. ",zondag,2020-07-08,post-32644,"Surfweer Woensdag 8 juli 2020

","Wetsuit advies deze dagen met 17 gr C.
Donderdag: 4/3mm id ocht, middag 3/2mm
Vrijdag: 3/2mm oordbescherming ivm de wind
Weekend: 3/2mm & denk aan zonnecrème! ",zondag,http://surfweer.nl/surf/surfweer-woensdag-8-juli-2020/
5,,Surfregels anno 2020: regel 1,surfregels,2020-07-08,post-32644,"Surfweer Woensdag 8 juli 2020

","Wetsuit advies deze dagen met 17 gr C.
Donderdag: 4/3mm id ocht, middag 3/2mm
Vrijdag: 3/2mm oordbescherming ivm de wind
Weekend: 3/2mm & denk aan zonnecrème! ",surfregels,http://surfweer.nl/surf/surfweer-woensdag-8-juli-2020/
6,,"Surfregel 2: de surf-leash
De grootste irritatie, maar ook het grootste gevaar in de line up zijn surfers die weinig waarde hechten aan hun surfplank. Voor ervaren surfers is het een vanzelfsprekendheid, maar het gros van de Nederlandse surfers beschouwt zijn board als zijn of haar huisdier. En daarmee wordt bedoeld een hond die aan de lijn zit. In dit geval de leash die 3 meter lang is en zowel aan het board als een van de voeten van de surfer vastzit. Wel superhandig, want je raakt je board zo nooit kwijt. Echter de voortand van je medemens ligt wel op de bodem van de zee! Natuurlijk kun je een keer gespoeld worden en is je board zoek. Maar in principe geldt de leash als uiterste life-line en niet als ‘laat je hond uit principe’. Maar hoe kom ik dan door de golven zul je vragen? Door het board vast te houden middels de ‘turtle roll’ of een ‘duckdive’. En heb je een golf uit gesurft, pak je board meteen vast en ga er met je buik op liggen. Hetzelfde geldt als je valt. Direct board naar je toe halen en er op gaan zitten of simpel vasthouden. Zo voorkomen we een hoop snijwonden in het gezicht, oogballen waar een prothese moet worden gezet en heel veel minder irritaties in de line-up. De regel geldt ook als je helemaal alleen gaat surfen, misschien nog wel nadrukkelijker zelfs. Je leash is niet eeuwig velcro-proof en kan losschieten of breken. Er zijn spots waar je niet meer terug op het strand kunt komen zonder board, vanwege het aantal muien of rips.",surfregel,2020-07-08,post-32644,"Surfweer Woensdag 8 juli 2020

","Wetsuit advies deze dagen met 17 gr C.
Donderdag: 4/3mm id ocht, middag 3/2mm
Vrijdag: 3/2mm oordbescherming ivm de wind
Weekend: 3/2mm & denk aan zonnecrème! ",surfregel,http://surfweer.nl/surf/surfweer-woensdag-8-juli-2020/
7,,"Surfregel 3: peddle out, houd afstand 
Om terug achter de golven in de line-up te komen, moet je in Nederland eigenlijk altijd wel een stukje peddelen. Houd daarbij een ruime afstand tot de andere surfer en kijk ook of er tegemoetkomende surfers zijn dichtbij het brekende gedeelte van een golf. Is dat laatste het geval dan zul je nu voor de moeilijkste optie moeten gaan, namelijk vol in het meest krachtige gedeelte van de golf een turtle-rol of duckdive doen of jezelf laten spoelen. Dat ziet er dan zo uit, volg de groene lijn:",surfregel,2020-07-08,post-32644,"Surfweer Woensdag 8 juli 2020

","Wetsuit advies deze dagen met 17 gr C.
Donderdag: 4/3mm id ocht, middag 3/2mm
Vrijdag: 3/2mm oordbescherming ivm de wind
Weekend: 3/2mm & denk aan zonnecrème! ",surfregel,http://surfweer.nl/surf/surfweer-woensdag-8-juli-2020/
8,,"Samenvatting
In dit zeer duidelijke filmpje op youtube staan de 9 belangrijkste surfregels opgesomd. Uiteraard zijn daar nog wel een stuk of vijf extra regels bij te geven. De ervaring leert dat je dingen niet moeilijker moet maken dan nodig. Zeker in het geval van regels anno 2020. Daarom in deze uitleg slechts 3 regels die cruciaal zijn. De eerste is voorrang bij de take off, de surfer dichterbij het brekende gedeelte heeft de golf. De tweede is de leash, doe alsof die nog niet was uitgevonden door O’Neill. En als laatste regel, probeer afstand te bewaren! Dat betekent ook een stukje lopen als blijkt dat er veel meer surfers op de spot liggen waar jij van plan was om er in te gaan. Gelukkig is de Nederlandse kust een lange zandstrook waarbij een paar honderd meter verderop meestal een vrijwel lege line-up te vinden. Verwittig je wel van de stroming die er staat, want eenmaal buiten kan het zijn dat je zo weer naar de crowd stroomt. Op een aantal van dit soort spots is dat ook een van de redenen dat het zo druk wordt. Bij havens staat de stroming staat 20 uur per dag richting het havenhoofd. Alleen wanneer het net vloed wordt, stroomt het een uurtje van het hoofd af. Eenmaal vloed, stroomt het in tegenstelling tot wat je zou verwachten, er juist weer naartoe (dus naar het zuiden). Pas 500-1000m er vandaan is de vloedstroom weer normaal, dus mee naar het noorden. Dit heeft te maken met de enorme wervelingen (ook gevaarlijk) die er rondom de havenhoofden ontstaan met volle vloedstroom. Met eb-stroom is dit in mindere mate het geval, omdat de eb er in de regel langer over doet voor het helemaal laagwater is. Daardoor is de stroming effectief ook minder. Ten zuiden van havenhoofden zie je dan ook nooit dit fenomeen gebeuren. ",samenvatting,2020-07-08,post-32644,"Surfweer Woensdag 8 juli 2020

","Wetsuit advies deze dagen met 17 gr C.
Donderdag: 4/3mm id ocht, middag 3/2mm
Vrijdag: 3/2mm oordbescherming ivm de wind
Weekend: 3/2mm & denk aan zonnecrème! ",samenvatting,http://surfweer.nl/surf/surfweer-woensdag-8-juli-2020/
0,2021-06-29 00:00:00.000000,"Maandag 29 juni
De enorme toename van de wind vandaag komt doordat de kern van het lagedrukgebied zich verplaatst van de Oceaan naar de Noordzee. Waar het stormachtige weer vanmorgen nog rond schotland concentreerde, ligt die in de middag en vooral avond recht voor de kust van Zeeland. Gezien het getijde is het daar vanavond onmogelijk om te surfen. En ronduit gevaarlijk met alle obstakels langs de kust. Alleen waar de obstakels heel veel groter worden, is surfen een optie. Maar daarvoor moet je eigenlijk al eerder richting de Belgische kust bewegen. Ook al waait het daar ook stormachtig, het is iets minder onshore en wordt gebroken door de bebouwing (zowel in zee als vlak op het strand). De golfhoogte op zee is 3-4 meter. Aan de kust 1 tot 1,5m met redelijk wat stroming. De halve maan helpt misschien iets minder mee het nog harder te laten doen stromen, dus voor de betere surfers is er toch nog een hoop fun te halen. Dat zou je niet kunnen zeggen van Z-H, waar het eigenlijk op alle spots ondoenlijk lijkt. Het tij stroomt wel wat langer de goede kant op, tot 16u meest gunstig maar nog eb genoeg tot 18:30u. Daarna gaat de wildwaterbaan aan richting het noorden. In N-H dezelfde crash-condities. De beste tegenstroom is daar wel iets later, van 16u tot 18u ongeveer. In de avond worden condities ruig en onvoorspelbaar. De wind gaat niet liggen en blijft tot de laatste zonnestraal door knallen met 7, soms 8 bft. Dit zijn niet echt condities die je vaak ziet in de zomer, maar meestal kan het toch een of twee keer voorkomen. De zeer ervaren surfer wordt er soms wel stoked van. ",maandag,2020-06-29,post-32628,"Surfweer maandag 29 juni 2020

","Wetsuit advies, water is 17 gr C.
Maandag: 4/3mm en oordbescherming ivm de wind
Dinsdag: 4/3mm id ocht, middag 3/2mm
Woensdag:  3/2mm
Donderdag: 3/2mm & denk aan zonnecrème! ",4/3mm en oordbescherming ivm de wind,http://surfweer.nl/surf/surfweer-maandag-29-juni-2020/
1,2021-06-30 00:00:00.000000,"Dinsdag 30 juni
De wind is al een stuk minder met 5bft, in het noorden nog even windkracht 6. Helaas is de hoogte door het afnemen van de wind ook snel weg, zeker in het zuiden. Daar ben je er dus het best een beetje op tijd bij. In België al rond vroeg hoogwater, in Zeeland beter wat later met de kentering van het getij. Elders pas zo’n beetje vanaf het middaguur, omdat het eigenlijk toch nog wel vrij krachtig waait en de stroming dezelfde kant op staat. In de middag komt er regen, vooral in het zuiden kan die wat blijven hangen en langdurig zijn. Dat zou eerlijk gezegd alleen maar goed zijn, want dat doet de wind afnemen en naar side-off draaien. Alleen in Zeeland en België en heel misschien een stukje van zuidelijke Zuid-Holland. ",dinsdag,2020-06-29,post-32628,"Surfweer maandag 29 juni 2020

","Wetsuit advies, water is 17 gr C.
Maandag: 4/3mm en oordbescherming ivm de wind
Dinsdag: 4/3mm id ocht, middag 3/2mm
Woensdag:  3/2mm
Donderdag: 3/2mm & denk aan zonnecrème! ","4/3mm id ocht, middag 3/2mm",http://surfweer.nl/surf/surfweer-maandag-29-juni-2020/
2,2021-07-01 00:00:00.000000,"Woensdag 1 juli
Woensdag lijkt nog wat onzeker te zijn met betrekking tot de verwachte swell uit het noorden. Gaat die het op tijd halen voor het opkomende, hoge getij? En hoe blijft de wind uit het zuidwesten toch nog voor cross-wind swell zorgen? Is even afwachten wat de laatste modelberekeningen en metingen zeggen. In ieder geval wordt de wind niet echt hard en zal het met al die regen in de buurt eerder minder dan meer dan zijn. Dus wordt het redelijk clean golfjes surfen met hoogte tot 1m. Heel veel meer wordt er nog niet verwacht. Ook niet in het noorden. In Belgie is het waarschijnlijk een groot deel van de dag echt helemaal flat. Tot de eerste swell verschijnen. Dat zal op de wadden in de avond al een leuke verassing kunnen opleveren, omdat het tij daar lang hoog genoeg voor blijft. Ook in N-H is die kans eigenlijk wel aanwezig. ",woensdag,2020-06-29,post-32628,"Surfweer maandag 29 juni 2020

","Wetsuit advies, water is 17 gr C.
Maandag: 4/3mm en oordbescherming ivm de wind
Dinsdag: 4/3mm id ocht, middag 3/2mm
Woensdag:  3/2mm
Donderdag: 3/2mm & denk aan zonnecrème! ", 3/2mm,http://surfweer.nl/surf/surfweer-maandag-29-juni-2020/
3,2021-07-02 00:00:00.000000,"Donderdag 2 juli
Nu komt de swell zeker weten door. De berekeningen zitten op 1,5m bij 7 seconden, dus dat is lekker krachtig en hoog langs de hele kustlijn van Nederland boven de grote rivieren. Verder naar het zuiden zit de hoogte om 1 meter tijdens de vloedperiode. Met laagwater komt er nog maar eenderde van deze hoogte binnen in Zeeland. In het noorden en midden blijft de swell ook gewoon met laagwater nog prima te surfen. Overigens wel met een beetje beschutting want niet alleen de swell gaat naar noord, ook de wind. Het is even afwachten in hoeverre en hoe hard. En wat even mooi kan zijn is de verandering van wind van zuidwest naar noord. Precies op dat moment kan het 1,5 uur lang windstil zijn met de mooiste condities. Dat zou dan waarschijnlijk ergens in de ochtend, precies met het omslaan van laag naar hoogwater. Maar als de wind eenmaal om is naar noord en en het waait een beetje, is dat eigenlijk ook geen enkel probleem qua golf-condities. In de avond neemt de wind helemaal af naar nul. Dus ondanks het lage water is dat niet direct een groot probleem. ",donderdag,2020-06-29,post-32628,"Surfweer maandag 29 juni 2020

","Wetsuit advies, water is 17 gr C.
Maandag: 4/3mm en oordbescherming ivm de wind
Dinsdag: 4/3mm id ocht, middag 3/2mm
Woensdag:  3/2mm
Donderdag: 3/2mm & denk aan zonnecrème! ",3/2mm & denk aan zonnecrème! ,http://surfweer.nl/surf/surfweer-maandag-29-juni-2020/
4,2021-07-03 00:00:00.000000,"Vrijdag 3 juli
Vrijdag loopt er in de ochtend nog een mooie swell bij een lichte zuidenwind. Het is dan wel laagwater, dus Belgie en Zeeland nog flat. Daar kan in de middag wel iets van surf komen te staan, alleen gaat het dan ook meer waaien. Het lagedrukgebied bij groenland beweegt niet zo heel snel, maar ligt vrijdagavond al wel bij IJsland en is dan meteen van invloed op het weer bij ons. het windveld komt vanuit het kanaal onze kant op met zuidwest 6 in de avond en mogelijk windkracht 7 in de nacht naar zaterdag.",vrijdag,2020-06-29,post-32628,"Surfweer maandag 29 juni 2020

","Wetsuit advies, water is 17 gr C.
Maandag: 4/3mm en oordbescherming ivm de wind
Dinsdag: 4/3mm id ocht, middag 3/2mm
Woensdag:  3/2mm
Donderdag: 3/2mm & denk aan zonnecrème! ",vrijdag,http://surfweer.nl/surf/surfweer-maandag-29-juni-2020/
5,,"Weekend-weer
Een weekend met wind staat in het vooruitzicht. Lang niet zo veel wind als het vorige, want de kern van het laag ligt verder weg en het hogedrukgebied dat over ons uitloopt is met een grotere omvang beter in staat om de kern met fronten uit de Noordzee te houden. Toch waait het hard genoeg voor lekker wat golfslag, in het noorden 1,5m en in het zuiden rond 1m. Op zondag draait de wind door naar meer west en is er ook in het zuiden wat meer golfhoogte te vinden. Daarna draait het nog verder door naar west tot noordwest met een a twee dagen N-swell condities. Of misschien nog wel langer. De zomer van 2020 is in ieder geval eentje die goed is begonnen! ",weekend-weer,2020-06-29,post-32628,"Surfweer maandag 29 juni 2020

","Wetsuit advies, water is 17 gr C.
Maandag: 4/3mm en oordbescherming ivm de wind
Dinsdag: 4/3mm id ocht, middag 3/2mm
Woensdag:  3/2mm
Donderdag: 3/2mm & denk aan zonnecrème! ",weekend-weer,http://surfweer.nl/surf/surfweer-maandag-29-juni-2020/
0,2021-06-21 00:00:00.000000,"Zondag 21 juni
Een depressie bij IJsland stuurt een frontaal systeem met regen over aan het einde van de middag. Waarschijnlijk valt het wel mee, maar als het goed is komt na dit front een wind te staan die na een paar uur voldoende golfjes zou kunnen geven. Het windveld zit met name dicht tegen het kanaal met begin van de avond 27-33kn (dikke 6bft) niet ver van de Belgische grens. Niet dat de beste golven in Belgie te vinden zijn, want de fetch speelt ook nog een rol. Pas bij Zeeland is die lang genoeg en rollen er met zonsondergang leuke golven van heuphoog binnen met laagwater. En uiteraard België zelf zal ook niet flat zijn met zo veel wind op het moment dat het al bijna donker is. Heel veel eerder gaan is waarschijnlijk gewoon nog pannenkoek vinden. Noordelijker richting Zuid-Holland zijn er ook kansen, eigenlijk op alle spots dankzij de lage waterstanden. Alleen in N-H lijkt het er niet meer van te komen, daar daalt het water te laat en is het kanaal nog te ver weg om zo snel die windswell binnen te krijgen. Dat gaat uiteraard wel lukken in de nacht naar maandag. Helaas niet met zeevonk, want die is er over het algemeen alleen bij een min of meer rustige zee zonder wind. Volgende week weer volop kansen eind van de avond!",zondag,2020-06-21,post-32611,"Surfweer Zondag 21 juni 2020

",,,http://surfweer.nl/surf/surfweer-zondag-21-juni-2020/
1,2021-06-22 00:00:00.000000,"Maandag 22 juni
In Zeeland en Z-H is het maandag meteen al flat (België ook). Noord-Holland pikt nog wel een reststantje op van west tot wzw, want de afstand tot Engeland is daar langer. De golfperiode is heel kort, dus dat doet er ook langer over om hier te komen. Leuk voor beginners, want waaien doet het maandag nauwelijks. Licht onshore, dat wel. Maar om te beginnen met surfen zijn er in de ochtend nog best een paar ritjes mogelijk.",maandag,2020-06-21,post-32611,"Surfweer Zondag 21 juni 2020

",,,http://surfweer.nl/surf/surfweer-zondag-21-juni-2020/
0,2021-06-07 00:00:00.000000,"Zondag 7 juni
Op zondag dus een oplopende swell uit het noorden, maar die komt eerst alleen nog binnen in Noord-Holland en is niet meer op tijd voor het hoogwatergetij in het zuiden. Voor België en Zeeland is het dus zaak om voor eind van de middag te plonzen. In de avond is de hoogte snel weg. In Zuid-Holland is de avond nog wel langer goed, blijft voldoende hoogwater tot 19 a 20u en de wind is met tussenpozen ook wat vaker afwezig. De richting is WZW, dus ondanks afgaand tij kun je toch nog aan de noordelijke zijdes te water. De swell is ook nog niet zodanig hoog en sterk met een meer westelijke dan noordelijke component. Mogelijk dat de wind nog wel erg onshore blijft tussen WNW en WZW, maar echt hard wordt het niet. Dus in N-H blijft het de hele avond goed te surfen met het hoge water tot een uur of tien. De eb-beweging stagneert door de grote getijschommeling van volle maan in een ‘te kleine’ Noordzee en geeft rond mid-tij een lang moment dat men ‘agger noemt. Zie op Surfweer.nl/spots bijvoorbeeld deze getij-kromme. Op de wadden neemt de wind het meest af en blijft het tij nog langer hoog. Vooral op Ameland/Terschelling kansen op mooie eerste swells en offshore wind. Mogelijk net zo bizar mooi als deze webcamshot van Ameland zaterdag-ochtend? ",zondag,2020-06-07,post-32591,"Surfweer zondag 7 juni 2020

","Wetsuit-advies watertemp is 14-15C :
Zondag: 4/3mm met schoen 3mm
Maandag: 4/3mm met schoentjes en Wetsuit 4/3 ook overdag
Dinsdag: 4/3mm zonder schoentjes
Woensdag: 3/2mm id middag ",4/3mm met schoen 3mm,http://surfweer.nl/surf/surfweer-zondag-7-juni-2020/
1,2021-06-08 00:00:00.000000,"Maandag 8 juni
Maandag swell en wind. In het noorden nog windstil, maar dan zul je er wel als de kippen bij moeten zijn. In ieder geval voor 10:00 uur, want dan keert het tij en draait de wind ook daar onshore. Hoewel die richting niet heel vervelend is zolang het NNO (noordnoordoost) blijft. Het eerste deel van de middag trekt de wind wel te veel aan, tot even windkracht 5 en laagwater. Nu wel gevaarlijke condities op spots aan de noordelijke havenhoofden, want het is immers nog afgaand tij met stroming in de richting van de wind. Pas gedurende de tweede helft van de middag verbeteren de condities met iets minder wind (4bft noord) en de stroming de andere kant op, richting het noorden. In Noord-Holland kan er nog de hele avond gesurft worden. In het zuiden zal het snel verslechteren met de doorstaande wind en het tij dat weer wegzakt. Tenzij je een klein beetje beschutting hebt voor die wind, aan de zuidkant van de kustkrommingen en obstakels. Want aan de noordkant is het in de avond echt oppassen! ! ! ",maandag,2020-06-07,post-32591,"Surfweer zondag 7 juni 2020

","Wetsuit-advies watertemp is 14-15C :
Zondag: 4/3mm met schoen 3mm
Maandag: 4/3mm met schoentjes en Wetsuit 4/3 ook overdag
Dinsdag: 4/3mm zonder schoentjes
Woensdag: 3/2mm id middag ",4/3mm met schoentjes en Wetsuit 4/3 ook overdag,http://surfweer.nl/surf/surfweer-zondag-7-juni-2020/
2,2021-06-09 00:00:00.000000,"Dinsdag 9 juni
Een mooiere dag qua wind en weer. Een hogedrukgebied komt boven de Noordzee te liggen en de wind komt uit het noordoosten. Er is kans op zeemist en wat lage bewolking, maar dat zou juist gunstig zijn, want dat houdt de zeewind tegen. Die komt meestal rond een uur of 14:00 opzetten en geeft eind van de middag wat verstoorde chop op de golf. Terwijl dan juist het tij goed zit. Maar anders kan de ochtend ook al goed zijn als het niet te mistig is. In ieder geval zal het in het zuiden beter zijn om te wachten tot de middag, vanwege het getij. In Zuid-Holland en N-H is het daarentegen al heel lekker met laagwater. En dus gewoon de hele dag goed, met in de hele vroege ochtend nog de meeste hoogte. Maar zo veel kavelt het niet af, want de golfperiode blijft rond de 8 a 9 seconde en de hoogte op zee 1 meter pure noord deining. ",dinsdag,2020-06-07,post-32591,"Surfweer zondag 7 juni 2020

","Wetsuit-advies watertemp is 14-15C :
Zondag: 4/3mm met schoen 3mm
Maandag: 4/3mm met schoentjes en Wetsuit 4/3 ook overdag
Dinsdag: 4/3mm zonder schoentjes
Woensdag: 3/2mm id middag ",4/3mm zonder schoentjes,http://surfweer.nl/surf/surfweer-zondag-7-juni-2020/
